#N_{tot} = 10^5
## X	 |Y	 |N
0.007650050	0.03257680	1.000000
0.007650050	0.03757680	0
0.007650050	0.04257680	0
0.007650050	0.04757680	1.000000
0.007650050	0.05257680	0
0.008150050	(0.05742320)	5.000000
0.008150050	(0.05242320)	2.000000
0.008150050	(0.04742320)	2.000000
0.008150050	(0.04242320)	4.000000
0.008150050	(0.03742320)	1.000000
0.008150050	(0.03242320)	4.000000
0.008150050	(0.02742320)	5.000000
0.008150050	(0.02242320)	4.000000
0.008150050	(0.01742320)	2.000000
0.008150050	(0.01242320)	9.000000
0.008150050	(0.007423200)	26.00000
0.008150050	(0.002423200)	786.0000
0.008150050	0.002576800	626.0000
0.008150050	0.007576800	24.00000
0.008150050	0.01257680	6.000000
0.008150050	0.01757680	9.000000
0.008150050	0.02257680	5.000000
0.008150050	0.02757680	2.000000
0.008150050	0.03257680	1.000000
0.008150050	0.03757680	0
0.008150050	0.04257680	4.000000
0.008150050	0.04757680	0
0.008150050	0.05257680	1.000000
0.008650050	(0.05742320)	0
0.008650050	(0.05242320)	1.000000
0.008650050	(0.04742320)	1.000000
0.008650050	(0.04242320)	4.000000
0.008650050	(0.03742320)	0
0.008650050	(0.03242320)	2.000000
0.008650050	(0.02742320)	1.000000
0.008650050	(0.02242320)	5.000000
0.008650050	(0.01742320)	8.000000
0.008650050	(0.01242320)	20.00000
0.008650050	(0.007423200)	57.00000
0.008650050	(0.002423200)	2378.000
0.008650050	0.002576800	1869.000
0.008650050	0.007576800	48.00000
0.008650050	0.01257680	12.00000
0.008650050	0.01757680	8.000000
0.008650050	0.02257680	5.000000
0.008650050	0.02757680	1.000000
0.008650050	0.03257680	6.000000
0.008650050	0.03757680	2.000000
0.008650050	0.04257680	0
0.008650050	0.04757680	2.000000
0.008650050	0.05257680	2.000000
0.009150050	(0.05742320)	0
0.009150050	(0.05242320)	0
0.009150050	(0.04742320)	0
0.009150050	(0.04242320)	0
0.009150050	(0.03742320)	1.000000
0.009150050	(0.03242320)	4.000000
0.009150050	(0.02742320)	2.000000
0.009150050	(0.02242320)	3.000000
0.009150050	(0.01742320)	6.000000
0.009150050	(0.01242320)	21.00000
0.009150050	(0.007423200)	58.00000
0.009150050	(0.002423200)	1896.000
0.009150050	0.002576800	1445.000
0.009150050	0.007576800	80.00000
0.009150050	0.01257680	15.00000
0.009150050	0.01757680	4.000000
0.009150050	0.02257680	7.000000
0.009150050	0.02757680	7.000000
0.009150050	0.03257680	3.000000
0.009150050	0.03757680	1.000000
0.009150050	0.04257680	0
0.009150050	0.04757680	4.000000
0.009150050	0.05257680	6.000000
0.009650050	(0.05742320)	0
0.009650050	(0.05242320)	0
0.009650050	(0.04742320)	1.000000
0.009650050	(0.04242320)	0
0.009650050	(0.03742320)	4.000000
0.009650050	(0.03242320)	0
0.009650050	(0.02742320)	3.000000
0.009650050	(0.02242320)	6.000000
0.009650050	(0.01742320)	5.000000
0.009650050	(0.01242320)	16.00000
0.009650050	(0.007423200)	52.00000
0.009650050	(0.002423200)	1349.000
0.009650050	0.002576800	1022.000
0.009650050	0.007576800	42.00000
0.009650050	0.01257680	12.00000
0.009650050	0.01757680	1.000000
0.009650050	0.02257680	4.000000
0.009650050	0.02757680	2.000000
0.009650050	0.03257680	2.000000
0.009650050	0.03757680	1.000000
0.009650050	0.04257680	0
0.009650050	0.04757680	1.000000
0.009650050	0.05257680	0
0.01015005	(0.05742320)	0
0.01015005	(0.05242320)	0
0.01015005	(0.04742320)	1.000000
0.01015005	(0.04242320)	1.000000
0.01015005	(0.03742320)	4.000000
0.01015005	(0.03242320)	3.000000
0.01015005	(0.02742320)	3.000000
0.01015005	(0.02242320)	3.000000
0.01015005	(0.01742320)	9.000000
0.01015005	(0.01242320)	6.000000
0.01015005	(0.007423200)	26.00000
0.01015005	(0.002423200)	316.0000
0.01015005	0.002576800	236.0000
0.01015005	0.007576800	21.00000
0.01015005	0.01257680	10.00000
0.01015005	0.01757680	3.000000
0.01015005	0.02257680	3.000000
0.01015005	0.02757680	6.000000
0.01015005	0.03257680	1.000000
0.01015005	0.03757680	2.000000
0.01015005	0.04257680	1.000000
0.01015005	0.04757680	2.000000
0.01015005	0.05257680	2.000000
0.01065005	(0.05742320)	0
0.01065005	(0.05242320)	0
0.01065005	(0.04742320)	2.000000
0.01065005	(0.04242320)	0
0.01065005	(0.03742320)	0
0.01065005	(0.03242320)	0
0.01065005	(0.02742320)	2.000000
0.01065005	(0.02242320)	3.000000
0.01065005	(0.01742320)	7.000000
0.01065005	(0.01242320)	5.000000
0.01065005	(0.007423200)	17.00000
0.01065005	(0.002423200)	43.00000
0.01065005	0.002576800	27.00000
0.01065005	0.007576800	15.00000
0.01065005	0.01257680	17.00000
0.01065005	0.01757680	6.000000
0.01065005	0.02257680	4.000000
0.01065005	0.02757680	11.00000
0.01065005	0.03257680	4.000000
0.01065005	0.03757680	4.000000
0.01065005	0.04257680	1.000000
0.01065005	0.04757680	0
0.01065005	0.05257680	0
0.01115005	(0.05742320)	1.000000
0.01115005	(0.05242320)	0
0.01115005	(0.04742320)	0
0.01115005	(0.04242320)	0
0.01115005	(0.03742320)	0
0.01115005	(0.03242320)	0
0.01115005	(0.02742320)	0
0.01115005	(0.02242320)	0
0.01115005	(0.01742320)	3.000000
0.01115005	(0.01242320)	2.000000
0.01115005	(0.007423200)	2.000000
0.01115005	(0.002423200)	10.00000
0.01115005	0.002576800	10.00000
0.01115005	0.007576800	7.000000
0.01115005	0.01257680	14.00000
0.01115005	0.01757680	4.000000
0.01115005	0.02257680	7.000000
0.01115005	0.02757680	2.000000
0.01115005	0.03257680	1.000000
0.01115005	0.03757680	2.000000
0.01115005	0.04257680	0
0.01115005	0.04757680	0
0.01115005	0.05257680	0
0.01165005	(0.05742320)	0
0.01165005	(0.05242320)	0
0.01165005	(0.04742320)	1.000000
0.01165005	(0.04242320)	2.000000
0.01165005	(0.03742320)	1.000000
0.01165005	(0.03242320)	0
0.01165005	(0.02742320)	6.000000
0.01165005	(0.02242320)	3.000000
0.01165005	(0.01742320)	1.000000
0.01165005	(0.01242320)	2.000000
0.01165005	(0.007423200)	4.000000
0.01165005	(0.002423200)	2.000000
0.01165005	0.002576800	7.000000
0.01165005	0.007576800	2.000000
0.01165005	0.01257680	4.000000
0.01165005	0.01757680	2.000000
0.01165005	0.02257680	7.000000
0.01165005	0.02757680	0
0.01165005	0.03257680	1.000000
0.01165005	0.03757680	0
0.01165005	0.04257680	1.000000
0.01165005	0.04757680	0
0.01165005	0.05257680	0
