#N_{tot} = 10^5
## X	 |Y	 |N
0.007150270	0.002098800	4.000000
0.007150270	0.007098800	1.000000
0.007150270	0.01209880	2.000000
0.007150270	0.01709880	4.000000
0.007150270	0.02209880	3.000000
0.007150270	0.02709880	4.000000
0.007150270	0.03209880	2.000000
0.007150270	0.03709880	0
0.007150270	0.04209880	1.000000
0.007150270	0.04709880	0
0.007150270	0.05209880	2.000000
0.007150270	0.05709880	5.000000
0.007650270	(0.05790120)	1.000000
0.007650270	(0.05290120)	0
0.007650270	(0.04790120)	1.000000
0.007650270	(0.04290120)	0
0.007650270	(0.03790120)	1.000000
0.007650270	(0.03290120)	1.000000
0.007650270	(0.02790120)	1.000000
0.007650270	(0.02290120)	0
0.007650270	(0.01790120)	3.000000
0.007650270	(0.01290120)	1.000000
0.007650270	(0.007901200)	1.000000
0.007650270	(0.002901200)	7.000000
0.007650270	0.002098800	9.000000
0.007650270	0.007098800	12.00000
0.007650270	0.01209880	5.000000
0.007650270	0.01709880	3.000000
0.007650270	0.02209880	0
0.007650270	0.02709880	2.000000
0.007650270	0.03209880	0
0.007650270	0.03709880	0
0.007650270	0.04209880	0
0.007650270	0.04709880	0
0.007650270	0.05209880	5.000000
0.007650270	0.05709880	5.000000
0.008150270	(0.05790120)	0
0.008150270	(0.05290120)	0
0.008150270	(0.04790120)	0
0.008150270	(0.04290120)	0
0.008150270	(0.03790120)	0
0.008150270	(0.03290120)	0
0.008150270	(0.02790120)	2.000000
0.008150270	(0.02290120)	1.000000
0.008150270	(0.01790120)	1.000000
0.008150270	(0.01290120)	4.000000
0.008150270	(0.007901200)	7.000000
0.008150270	(0.002901200)	54.00000
0.008150270	0.002098800	111.0000
0.008150270	0.007098800	13.00000
0.008150270	0.01209880	2.000000
0.008150270	0.01709880	3.000000
0.008150270	0.02209880	0
0.008150270	0.02709880	0
0.008150270	0.03209880	1.000000
0.008150270	0.03709880	3.000000
0.008150270	0.04209880	2.000000
0.008150270	0.04709880	0
0.008150270	0.05209880	1.000000
0.008150270	0.05709880	1.000000
0.008650270	(0.05790120)	0
0.008650270	(0.05290120)	1.000000
0.008650270	(0.04790120)	0
0.008650270	(0.04290120)	0
0.008650270	(0.03790120)	2.000000
0.008650270	(0.03290120)	2.000000
0.008650270	(0.02790120)	1.000000
0.008650270	(0.02290120)	5.000000
0.008650270	(0.01790120)	0
0.008650270	(0.01290120)	1.000000
0.008650270	(0.007901200)	37.00000
0.008650270	(0.002901200)	588.0000
0.008650270	0.002098800	1950.000
0.008650270	0.007098800	45.00000
0.008650270	0.01209880	14.00000
0.008650270	0.01709880	5.000000
0.008650270	0.02209880	5.000000
0.008650270	0.02709880	1.000000
0.008650270	0.03209880	0
0.008650270	0.03709880	0
0.008650270	0.04209880	1.000000
0.008650270	0.04709880	1.000000
0.008650270	0.05209880	0
0.008650270	0.05709880	0
0.009150270	(0.05790120)	0
0.009150270	(0.05290120)	1.000000
0.009150270	(0.04790120)	0
0.009150270	(0.04290120)	0
0.009150270	(0.03790120)	1.000000
0.009150270	(0.03290120)	0
0.009150270	(0.02790120)	1.000000
0.009150270	(0.02290120)	0
0.009150270	(0.01790120)	5.000000
0.009150270	(0.01290120)	0
0.009150270	(0.007901200)	31.00000
0.009150270	(0.002901200)	396.0000
0.009150270	0.002098800	1033.000
0.009150270	0.007098800	30.00000
0.009150270	0.01209880	12.00000
0.009150270	0.01709880	6.000000
0.009150270	0.02209880	0
0.009150270	0.02709880	1.000000
0.009150270	0.03209880	0
0.009150270	0.03709880	2.000000
0.009150270	0.04209880	4.000000
0.009150270	0.04709880	1.000000
0.009150270	0.05209880	1.000000
0.009150270	0.05709880	0
0.009650270	(0.05790120)	2.000000
0.009650270	(0.05290120)	0
0.009650270	(0.04790120)	0
0.009650270	(0.04290120)	0
0.009650270	(0.03790120)	0
0.009650270	(0.03290120)	0
0.009650270	(0.02790120)	1.000000
0.009650270	(0.02290120)	0
0.009650270	(0.01790120)	0
0.009650270	(0.01290120)	1.000000
0.009650270	(0.007901200)	29.00000
0.009650270	(0.002901200)	289.0000
0.009650270	0.002098800	610.0000
0.009650270	0.007098800	43.00000
0.009650270	0.01209880	2.000000
0.009650270	0.01709880	1.000000
0.009650270	0.02209880	4.000000
0.009650270	0.02709880	2.000000
0.009650270	0.03209880	1.000000
0.009650270	0.03709880	0
0.009650270	0.04209880	0
0.009650270	0.04709880	0
0.009650270	0.05209880	1.000000
0.009650270	0.05709880	0
0.01015027	(0.05790120)	1.000000
0.01015027	(0.05290120)	0
0.01015027	(0.04790120)	0
0.01015027	(0.04290120)	0
0.01015027	(0.03790120)	0
0.01015027	(0.03290120)	0
0.01015027	(0.02790120)	1.000000
0.01015027	(0.02290120)	1.000000
0.01015027	(0.01790120)	1.000000
0.01015027	(0.01290120)	5.000000
0.01015027	(0.007901200)	21.00000
0.01015027	(0.002901200)	80.00000
0.01015027	0.002098800	165.0000
0.01015027	0.007098800	13.00000
0.01015027	0.01209880	8.000000
0.01015027	0.01709880	1.000000
0.01015027	0.02209880	7.000000
0.01015027	0.02709880	1.000000
0.01015027	0.03209880	3.000000
0.01015027	0.03709880	1.000000
0.01015027	0.04209880	2.000000
0.01015027	0.04709880	0
0.01015027	0.05209880	0
0.01015027	0.05709880	1.000000
0.01065027	(0.05790120)	0
0.01065027	(0.05290120)	1.000000
0.01065027	(0.04790120)	1.000000
0.01065027	(0.04290120)	0
0.01065027	(0.03790120)	0
0.01065027	(0.03290120)	2.000000
0.01065027	(0.02790120)	1.000000
0.01065027	(0.02290120)	1.000000
0.01065027	(0.01790120)	3.000000
0.01065027	(0.01290120)	6.000000
0.01065027	(0.007901200)	3.000000
0.01065027	(0.002901200)	8.000000
0.01065027	0.002098800	8.000000
0.01065027	0.007098800	7.000000
0.01065027	0.01209880	7.000000
0.01065027	0.01709880	2.000000
0.01065027	0.02209880	3.000000
0.01065027	0.02709880	2.000000
0.01065027	0.03209880	0
0.01065027	0.03709880	0
0.01065027	0.04209880	0
0.01065027	0.04709880	0
0.01065027	0.05209880	0
0.01065027	0.05709880	2.000000
0.01115027	(0.05790120)	0
0.01115027	(0.05290120)	1.000000
0.01115027	(0.04790120)	0
0.01115027	(0.04290120)	0
0.01115027	(0.03790120)	1.000000
0.01115027	(0.03290120)	0
0.01115027	(0.02790120)	0
0.01115027	(0.02290120)	1.000000
0.01115027	(0.01790120)	0
0.01115027	(0.01290120)	1.000000
0.01115027	(0.007901200)	6.000000
0.01115027	(0.002901200)	4.000000
0.01115027	0.002098800	5.000000
0.01115027	0.007098800	5.000000
0.01115027	0.01209880	0
0.01115027	0.01709880	4.000000
0.01115027	0.02209880	4.000000
0.01115027	0.02709880	0
0.01115027	0.03209880	0
0.01115027	0.03709880	2.000000
0.01115027	0.04209880	0
0.01115027	0.04709880	0
0.01115027	0.05209880	1.000000
0.01115027	0.05709880	1.000000
0.01165027	(0.05790120)	1.000000
0.01165027	(0.05290120)	0
0.01165027	(0.04790120)	2.000000
0.01165027	(0.04290120)	4.000000
0.01165027	(0.03790120)	0
0.01165027	(0.03290120)	1.000000
0.01165027	(0.02790120)	0
0.01165027	(0.02290120)	4.000000
0.01165027	(0.01790120)	3.000000
0.01165027	(0.01290120)	2.000000
0.01165027	(0.007901200)	3.000000
0.01165027	(0.002901200)	2.000000
0.01165027	0.002098800	2.000000
0.01165027	0.007098800	3.000000
0.01165027	0.01209880	4.000000
0.01165027	0.01709880	2.000000
0.01165027	0.02209880	2.000000
0.01165027	0.02709880	1.000000
0.01165027	0.03209880	0
0.01165027	0.03709880	0
0.01165027	0.04209880	2.000000
0.01165027	0.04709880	0
0.01165027	0.05209880	0
0.01165027	0.05709880	2.000000
