# t (s)	 |0.5m:I/e (A/e)|1.0m:I/e (A/e)|2.0m:I/e (A/e)
1.000000000	0	    0	        0
2.000000000	0	    0	        0 
3.000000000	0	    0	        0
4.000000000	0	    0	        0
5.000000000	0	    0	        0
6.000000000	0	    0	        0
7.000000000	0	    0	        393687.0000
8.000000000	0	    0	        272323.0000
9.000000000	0	    516959.0000	159687.0000
10.00000000	564775.0000 213797.0000	123879.0000
11.00000000	181389.0000 145723.0000	104269.0000
12.00000000	5183.000000 91939.00000	91710.00000
13.00000000	418.0000000 2876.000000	82615.00000
14.00000000	17.00000000 202.0000000	37487.00000
15.00000000	2.000000000 66.00000000	1161.000000
16.00000000	0	    4.000000000	148.0000000
17.00000000	0	    0	        41.00000000
18.00000000	0	    0 	        4.000000000
19.00000000	0	    0	        0.000000000
20.00000000	0	    0	        0.000000000
